,rx,semivar_x,semivar_x_norm,ry,semivar_y,semivar_y_norm
0,0,0.0,0.0,0,0.0,0.0
1,1,9.328,0.28964626391096976,1,9.68,0.2865940312648034
2,2,13.4912,0.4189189189189189,2,14.1056,0.417621980104216
3,3,15.9392,0.49493243243243246,3,16.7808,0.4968261487446707
4,4,17.9136,0.5562400635930047,4,18.5184,0.5482709616295594
5,5,19.3952,0.6022456279809221,5,19.8944,0.5890099478919942
6,6,20.3904,0.6331478537360891,6,20.7616,0.61468498342018
7,7,21.4464,0.6659379968203498,7,21.5232,0.637233538607295
8,8,22.2976,0.6923688394276629,8,22.176,0.6565608716248222
9,9,22.9792,0.713533386327504,9,22.832,0.6759829464708669
10,10,23.5296,0.7306240063593005,10,23.4368,0.6938891520606347
11,11,24.0608,0.7471184419713832,11,24.1056,0.7136901942207483
12,12,24.5376,0.7619236883942767,12,24.5728,0.7275225011842729
13,13,25.0752,0.7786168521462639,13,25.0592,0.7419232591189009
14,14,25.7312,0.7989864864864865,14,25.5072,0.7551871151113216
15,15,26.3168,0.8171701112877584,15,25.8944,0.7666508763619138
16,16,26.5024,0.8229332273449921,16,26.2848,0.7782093794410232
17,17,26.624,0.8267090620031796,17,26.4992,0.7845570819516815
18,18,26.672,0.8281995230524642,18,26.5824,0.7870203694931311
19,19,26.8064,0.832372813990461,19,26.8384,0.7945997157745144
20,20,26.9056,0.8354531001589826,20,27.04,0.8005684509711036
21,21,27.1136,0.8419117647058825,21,27.2128,0.8056845097110373
22,22,27.2448,0.845985691573927,22,27.4656,0.8131691141639033
23,23,27.3216,0.8483704292527823,23,27.7792,0.8224538133585977
24,24,27.5136,0.8543322734499206,24,28.0896,0.8316437707247749
25,25,27.744,0.8614864864864865,25,28.3744,0.8400757934628138
26,26,28.0672,0.8715222575516693,26,28.6336,0.8477498815727144
27,27,28.4992,0.8849364069952305,27,28.7648,0.8516342965419232
28,28,28.864,0.8962639109697934,28,28.7136,0.8501184272856465
29,29,29.0016,0.9005365659777425,29,28.8224,0.8533396494552343
30,30,29.056,0.9022257551669317,30,29.1424,0.8628138323069634
31,31,29.264,0.9086844197138315,31,29.3344,0.8684983420180008
32,32,29.5104,0.9163354531001591,32,29.4336,0.8714353387020368
33,33,29.616,0.9196144674085851,33,29.5136,0.8738038844149691
34,34,29.8912,0.9281597774244834,34,29.6544,0.8779725248697299
35,35,30.016,0.9320349761526232,35,29.5808,0.8757934628138322
36,36,30.24,0.9389904610492845,36,29.68,0.8787304594978682
37,37,30.3776,0.9432631160572338,37,29.84,0.8834675509237327
38,38,30.5856,0.9497217806041336,38,29.9712,0.8873519658929416
39,39,30.688,0.9529014308426074,39,30.2752,0.8963524396020843
40,40,30.7968,0.9562798092209858,40,30.5248,0.9037423022264328
41,41,31.0112,0.9629372019077902,41,30.7392,0.9100900047370913
42,42,31.2928,0.971681240063593,42,31.0336,0.9188062529606821
43,43,31.6416,0.9825119236883944,43,31.2512,0.9252486972998578
44,44,31.68,0.983704292527822,44,31.4816,0.9320701089531027
45,45,31.8112,0.9877782193958665,45,31.7952,0.9413548081477972
46,46,31.7952,0.987281399046105,46,31.808,0.9417337754618663
47,47,31.7984,0.9873807631160573,47,31.9392,0.9456181904310752
48,48,31.648,0.9827106518282989,48,31.8112,0.9418285172903836
49,49,31.4752,0.9773449920508744,49,31.7632,0.9404073898626243
50,50,31.392,0.9747615262321145,50,32.0128,0.9477972524869729
51,51,31.4016,0.9750596184419714,51,32.2112,0.9536712458550448
52,52,31.3696,0.9740659777424483,52,32.2944,0.9561345333964946
53,53,31.5872,0.9808227344992051,53,32.3968,0.9591662719090477
54,54,31.9392,0.9917527821939587,54,32.6272,0.9659876835622927
55,55,32.0352,0.9947337042925279,55,32.6048,0.9653244907626716
56,56,32.16,0.9986089030206676,56,32.672,0.9673140691615346
57,57,32.1792,0.9992050874403816,57,32.8832,0.9735670298436759
58,58,32.2048,1.0,58,32.9856,0.9765987683562292
59,59,32.0928,0.9965222575516692,59,33.2224,0.9836096636665087
60,60,32.0416,0.9949324324324326,60,33.5392,0.9929891046897205
61,61,32.1024,0.9968203497615263,61,33.776,1.0
62,62,32.0832,0.9962241653418124,62,33.7088,0.9980104216011367
63,63,32.144,0.9981120826709062,63,33.7088,0.9980104216011367
64,64,32.1504,0.9983108108108107,64,33.4848,0.9913784936049265
