,rx,semivar_x,semivar_x_norm,ry,semivar_y,semivar_y_norm
44,44,27.5968,0.8407916544798674,44,28.6176,0.8926040523006288
45,45,27.8496,0.8484937116115823,45,28.6528,0.8937019662640981
46,46,27.9744,0.8522959929804036,46,28.8416,0.8995907775227069
47,47,28.1216,0.8567807351077312,47,29.1104,0.9079748477892005
48,48,28.2912,0.8619479379935653,48,29.2576,0.912566124363709
49,49,28.3424,0.8635078482987228,49,29.2096,0.9110689689589778
50,50,28.528,0.8691625231549185,50,29.1872,0.9103702964367701
51,51,28.6912,0.8741347372526079,51,29.1648,0.9096716239145624
52,52,28.7072,0.8746222092229696,52,29.184,0.9102704860764548
53,53,28.784,0.8769620746807057,53,29.072,0.9067771234654157
54,54,28.7584,0.8761821195281272,54,28.9312,0.902385467611538
55,55,28.8928,0.8802768840791655,55,28.7584,0.8969957081545065
56,56,28.896,0.8803743784732377,56,28.7424,0.8964966563529294
57,57,28.8512,0.8790094569562249,57,28.8288,0.8991915360814453
58,58,28.8352,0.8785219849858633,58,28.9056,0.9015869847290149
59,59,28.944,0.8818367943843228,59,29.0816,0.9070765545463619
60,60,28.9888,0.8832017159013357,60,29.1616,0.9095718135542469
61,61,29.04,0.884761626206493,61,29.4432,0.9183551252620022
62,62,29.0656,0.8855415813590718,62,29.6544,0.9249426090428186
63,63,29.184,0.8891488739397484,63,29.8752,0.9318295239045813
64,64,29.3536,0.8943160768255825,64,30.1088,0.9391156802076055
65,65,29.4752,0.8980208638003314,65,30.2688,0.9441061982233755
66,66,29.6608,0.9036755386565272,66,30.5344,0.9523904581295539
67,67,29.7792,0.9072828312372038,67,30.7872,0.9602754765944704
68,68,30.0224,0.9146924051867017,68,30.8704,0.962870545962671
69,69,30.192,0.9198596080725358,69,31.024,0.9676614432578102
70,70,30.288,0.922784439894706,70,31.1552,0.9717536680307416
71,71,30.2848,0.9226869455006337,71,31.3312,0.9772432378480886
72,72,30.3616,0.9250268109583698,72,31.5072,0.9827328076654357
73,73,30.5408,0.930486497026421,73,31.4976,0.9824333765844894
74,74,30.7424,0.9366286438529784,74,31.4784,0.9818345144225971
75,75,31.0048,0.9446231841669104,75,31.52,0.9831320491066973
76,76,31.0848,0.9470605440187189,76,31.6832,0.9882223774827826
77,77,31.3248,0.9543726235741444,77,31.8176,0.9924144126160295
78,78,31.3376,0.9547626011504338,78,31.8912,0.9947100509032838
79,79,31.584,0.962269669494004,79,32.0512,0.9997005689190538
80,80,31.7344,0.966851906015404,80,32.0608,1.0
81,81,31.8208,0.9694842546553573,81,31.9904,0.9978041720730612
82,82,31.872,0.9710441649605147,82,31.9424,0.9963070166683301
83,83,31.84,0.9700692210197913,83,31.8816,0.9944106198223375
84,84,31.8112,0.9691917714731402,84,31.7632,0.9907176364906678
85,85,31.7184,0.9663644340450424,85,31.6832,0.9882223774827826
86,86,31.7056,0.965974456468753,86,31.6736,0.9879229464018365
87,87,31.7216,0.9664619284391146,87,31.6864,0.9883221878430981
88,88,31.7856,0.9684118163205615,88,31.6128,0.9860265495558439
89,89,31.8304,0.9697767378375743,89,31.5552,0.9842299630701666
90,90,31.9008,0.9719216145071657,90,31.584,0.9851282563130053
91,91,32.0064,0.975138929511553,91,31.6064,0.9858269288352131
92,92,32.016,0.97543141269377,92,31.616,0.9861263599161593
93,93,32.1568,0.979721166032953,93,31.6224,0.98632598063679
94,94,32.336,0.9851808521010041,94,31.5008,0.982533186944805
95,95,32.4672,0.9891781222579701,95,31.0976,0.9699570815450643
96,96,32.608,0.993467875597153,96,30.8064,0.9608743387563629
97,97,32.7008,0.996295213025251,97,30.5248,0.9520910270486076
98,98,32.8224,1.0,98,30.3168,0.9456033536281067
99,99,32.784,0.9988300672711318,99,30.1856,0.9415111288551752
